tx	gene_id	Ribo_NitrogenMinus_rep1	Ribo_NitrogenMinus_rep2	Ribo_NitrogenPlus_rep1	Ribo_NitrogenPlus_rep2	RNA_NitrogenMinus_rep1	RNA_NitrogenMinus_rep2	RNA_NitrogenPlus_rep1	RNA_NitrogenPlus_rep2
unassigned_transcript_2748	MM_RS17955	186	292	1086	286	16	62	123	104
unassigned_transcript_2749	MM_RS13595	244	476	604	92	73	158	53	45
unassigned_transcript_2750	MM_RS13600	46	89	86	37	8	17	6	17
unassigned_transcript_2751	MM_RS13605	125.015	152.241	333.999	179	22	25	73	81
unassigned_transcript_2752	MM_RS13610	117	155	238.06	125	26.039	56	70	78
unassigned_transcript_2753	MM_RS18905	139	323	246	154	82	227	122	372
unassigned_transcript_2754	MM_RS13615	213.886	430	88	65	11	79	13.377	30
unassigned_transcript_2755	MM_RS13620	257	624.353	373	245	49	136	74	75
unassigned_transcript_2756	MM_RS18910	55	61	76	25	4	21	19	16
unassigned_transcript_2757	MM_RS13625	57	156	133	118	5	10	10	13
unassigned_transcript_2758	MM_RS13630	58	146.012	102	33	19	26	24	24
unassigned_transcript_2759	MM_RS13635	321.04	653	136	140	165	241	137	90
unassigned_transcript_2760	MM_RS13640	166	407.299	139	155	105	185	126	70
unassigned_transcript_2761	MM_RS13645	253	390.108	359	253	76	142	80	64
unassigned_transcript_2762	MM_RS13650	152	284	309	141	28	51	36	32
unassigned_transcript_2763	MM_RS13655	110.519	162.012	154	48	15	34	24	24
unassigned_transcript_2764	MM_RS13660	202	413.055	241	90	73	118	59	107
unassigned_transcript_2765	MM_RS13665	317.152	531.99	180	84	71	168	48	149
unassigned_transcript_2766	MM_RS13670	20	49	57	42	6	17	18	33
unassigned_transcript_2767	MM_RS13675	15	34	48	35	17.27	34.95	29	45
unassigned_transcript_2768	MM_RS13685	127.66	346.979	178.003	71	22	49	38	41
unassigned_transcript_2769	MM_RS13690	92	208	199	91	27	39	21	36
unassigned_transcript_2770	MM_RS13695	218.405	383	452	244	115	179	89	216
unassigned_transcript_2771	MM_RS13700	686.769	1238.033	1546.151	562	166.007	202	357	413
unassigned_transcript_2772	MM_RS13705	37.374	263.93	0	137.13	25.944	38.005	39.447	181.702
unassigned_transcript_2773	MM_RS13710	96	322.618	414	168	14	23.469	29	42
unassigned_transcript_2774	MM_RS13715	400	965.472	1948	1557	38	191	162	157
unassigned_transcript_2775	MM_RS13720	105	270.989	92	56	87	161	49	92
unassigned_transcript_2776	MM_RS13725	1	4	3	2	0	1	8	1
unassigned_transcript_2777	MM_RS13730	336	908	532	380	51	112	82	69
unassigned_transcript_2778	MM_RS13735	98	160	1293	1192	16	51	215	190
unassigned_transcript_2779	MM_RS13740	94	269.951	305	83	16	63	34	50
unassigned_transcript_2780	MM_RS13745	10	114	191.001	24	6	10	29	9
unassigned_transcript_2781	MM_RS13755	664	970	911	1043	370.479	901.817	449.999	521.014
unassigned_transcript_2782	MM_RS13760	785	1763	4904	4460	115	597	344	498
unassigned_transcript_2783	MM_RS13765	119	254.012	68	35	376	483	79	350
unassigned_transcript_2784	MM_RS13775	51.447	188.654	158	50	16	28	31	40
unassigned_transcript_2785	MM_RS13780	559	616.198	489	110	46	98	71	81
unassigned_transcript_2786	MM_RS13785	207.054	350.768	90	59	79	155.007	103	67
unassigned_transcript_2787	MM_RS13790	24	112	29	23	10	18	18	16
unassigned_transcript_2788	MM_RS13795	98	217	44	46	13	37	16	22
unassigned_transcript_2789	MM_RS13800	330	376	151	140	68	125	38	85
unassigned_transcript_2790	MM_RS13805	69.934	214.891	92	85	44	73	51	55
unassigned_transcript_2791	MM_RS13810	38	95.875	57.182	51	14	23.975	18	23
unassigned_transcript_2792	MM_RS13815	17	55	42	22	7	22	20	24
unassigned_transcript_2793	MM_RS13820	19	27.967	46.112	34	3	5	6.066	24
unassigned_transcript_2794	MM_RS13825	21	32.014	36	23	2	18	11	21
unassigned_transcript_2795	MM_RS13830	28.016	33.208	82	50	10	23	21	51
unassigned_transcript_2796	MM_RS13835	33	66.231	165	101	14	35	52	91
unassigned_transcript_2797	MM_RS13840	960	1489.962	654	512	280	619	271	452
unassigned_transcript_2798	MM_RS13845	25	40	61	9	8	10	29	25
unassigned_transcript_2799	MM_RS13850	56	105	34	12	12	25	5	29
unassigned_transcript_2800	MM_RS13855	25	80	13	9	17	29	8	19
unassigned_transcript_2801	MM_RS13860	369.992	862.366	451.727	241	136	222	119	211
unassigned_transcript_2802	MM_RS13865	39	88.056	38	25	10	20	9	14
unassigned_transcript_2803	MM_RS13870	263.229	614.583	594	405	108	183	137	174
unassigned_transcript_2804	MM_RS13875	93	331.729	150.4	87	6	13	3	11
unassigned_transcript_2805	MM_RS13885	128.735	223.114	175	50	21	38	30	65
unassigned_transcript_2806	MM_RS13890	93	117	201	41	9	18	18	17
unassigned_transcript_2807	MM_RS13895	171	235	144	27	8	24	1	18
unassigned_transcript_2808	MM_RS13900	8.566	3.132	19	6	0	0	7	3
unassigned_transcript_2809	MM_RS13905	12.447	138.986	15.688	10.049	0	7.62	0	10.214
unassigned_transcript_2810	MM_RS17960	1.159	3.36	1.102	0	0	0	0	2.085
unassigned_transcript_2811	MM_RS13915	2.036	13.42	1.033	2	0	1.022	0	0
unassigned_transcript_2812	MM_RS13920	0	0	0	0	0	0	0	0
unassigned_transcript_2813	MM_RS13925	5	9.883	0	0	0	0	0	0
unassigned_transcript_2814	MM_RS13930	4	11	1	0	0	0	3	0
unassigned_transcript_2815	MM_RS13940	0	0	0	0	0	0	0	0
unassigned_transcript_2816	MM_RS13945	5	1	1	1	0	0	0	0
unassigned_transcript_2817	MM_RS13950	8.001	21.004	0	2	0	1	0	0
unassigned_transcript_2818	MM_RS13955	9.924	28	3	1	1	1	0	0
unassigned_transcript_2819	MM_RS13960	1.434	4.869	0	0	0	0	0	0
unassigned_transcript_2820	MM_RS13965	9.553	14.014	2.899	0	2	1.077	1	0
unassigned_transcript_2821	MM_RS17970	52.5	82.006	68.999	21	9.996	15	5	12.998
unassigned_transcript_2822	MM_RS13980	1	1	2.413	0	3	9.303	2	21.786
unassigned_transcript_2823	MM_RS13985	8.841	13.64	12.898	1	27	16	34	55.915
unassigned_transcript_2824	MM_RS13990	24.964	66.83	27.968	7	6	5.978	1	8
unassigned_transcript_2825	MM_RS17555	62.92	121.53	124.999	53	8	11	8	18
unassigned_transcript_2826	MM_RS14000	215.066	516.249	656.001	137	70	148	202	273
unassigned_transcript_2827	MM_RS14005	107	137.814	504.047	372	16	45	73	132
unassigned_transcript_2828	MM_RS14010	116	168.87	516	501	33	54	72	127
unassigned_transcript_2829	MM_RS14015	458.993	709.585	510	290	124	186	98	126
unassigned_transcript_2830	MM_RS14020	250	596.993	578	1047	23	95	48	74
unassigned_transcript_2831	MM_RS14025	94	170.739	117	58	11	17	32	19
unassigned_transcript_2832	MM_RS14030	97	320	176	169	16	45	29	33
unassigned_transcript_2833	MM_RS14035	336	840	483	215	107	160	106	91
unassigned_transcript_2834	MM_RS14040	326.577	764.634	757	361	117	206	95	141
unassigned_transcript_2835	MM_RS14045	151.726	377	266	146	52	84	100	140
unassigned_transcript_2836	MM_RS14050	98	231.995	360	203	12	31	28	61
unassigned_transcript_2837	MM_RS14055	218	336	1072	569	53	93	147	204
unassigned_transcript_2838	MM_RS14060	243.998	491.751	1332	525.181	92	208	322	490
unassigned_transcript_2839	MM_RS14065	321.034	864.123	625	499.008	78	151	109	103
unassigned_transcript_2840	MM_RS14070	276.084	733.962	359	288	75	212	83	114
unassigned_transcript_2841	MM_RS14075	95.134	177.743	186.268	114	22	68	49	80
unassigned_transcript_2842	MM_RS14080	163.079	367.999	173	98	30	54	32	40
unassigned_transcript_2843	MM_RS14085	56	104.384	158	32	18	30	26	52
unassigned_transcript_2844	MM_RS14090	642	906.213	1951	814	173	370	409	566
unassigned_transcript_2845	MM_RS14095	2555	4314	1065	636	168	464	138	149
unassigned_transcript_2846	MM_RS14100	170.933	282	111	74	13	16	32	10
unassigned_transcript_2847	MM_RS14105	569.762	1370.715	816	626.084	182	556.999	440	502.999
unassigned_transcript_2848	MM_RS14110	21	91	70	65	3	11	21	12
unassigned_transcript_2849	MM_RS19605	47.951	74	92	54	5	11	18	12
unassigned_transcript_2850	MM_RS14115	6.299	19.703	55.483	0	5	0	7	7.606
unassigned_transcript_2851	MM_RS18565	10	49	36.805	3	0	5	1	3
unassigned_transcript_2852	MM_RS14125	133	273.642	260.26	110	26	44.189	39	28
unassigned_transcript_2853	MM_RS14130	69.732	120	184.921	154	32.001	41	28	74
unassigned_transcript_2854	MM_RS18570	1	2	3	3	2	5	6	7
unassigned_transcript_2855	MM_RS14135	11.701	33.297	4.517	27	0	19	0	14.394
unassigned_transcript_2856	MM_RS14140	153	172	405	102	170	100	46	156
unassigned_transcript_2857	MM_RS14145	92	126	95	21	49	46	50	30
unassigned_transcript_2858	MM_RS14150	80	192.382	81	97	39	88	52	45
unassigned_transcript_2859	MM_RS14155	252.906	561.097	519.193	363	31	112	86	108
unassigned_transcript_2860	MM_RS14160	0	4	5	7	1	8	4	9
unassigned_transcript_2861	MM_RS14170	82	194.966	233	83	18	25	9	23
unassigned_transcript_2862	MM_RS18575	22	41	43	30	2	5	2	5
unassigned_transcript_2863	MM_RS14175	55.201	107.714	79	40	1	10	6	12
unassigned_transcript_2864	MM_RS14180	164.148	151	170	78	330	257	37	153
unassigned_transcript_2865	MM_RS14185	47.026	84	201	58	10	24	25	48
unassigned_transcript_2866	MM_RS14190	90	189	347	184	15	37	19	46
unassigned_transcript_2867	MM_RS14195	48.026	57.822	118	18	11	13	29	13.926
unassigned_transcript_2868	MM_RS17560	116.39	239.254	240.005	55	37	58	31	62
unassigned_transcript_2869	MM_RS14205	57.315	115.258	48	8	12	46	2	12
unassigned_transcript_2870	MM_RS14210	35	55	72	42	21	42	74	95
unassigned_transcript_2871	MM_RS14215	100.937	224.892	205.026	82	29	78	33	65
unassigned_transcript_2872	MM_RS14220	15.113	29.027	15	4	13	12	12	10
unassigned_transcript_2873	MM_RS14225	16	18	18	12	2	8	6	9
unassigned_transcript_2874	MM_RS14235	101.903	167.13	194.95	83.345	48.556	81.46	63	77
unassigned_transcript_2875	MM_RS14240	154.002	348.631	381	334	243	256.005	406	347
unassigned_transcript_2876	MM_RS14245	13	31	48	9	14	12	46	20
unassigned_transcript_2877	MM_RS14250	40.1	100.108	113	36	5	24	13	25
unassigned_transcript_2878	MM_RS14255	190.007	298.878	101.949	78	50	74	45	60
unassigned_transcript_2879	MM_RS14260	9	21	7	4	3	14	3	17
unassigned_transcript_2880	MM_RS14265	101	205.15	248	86	13	21	28	30
unassigned_transcript_2881	MM_RS18580	226	406	493	320	51	63	19	39
unassigned_transcript_2882	MM_RS14275	320.989	440.116	754.064	177	97	131	134	110
unassigned_transcript_2883	MM_RS14280	58.342	174.231	131	43	2	8	5	13
unassigned_transcript_2884	MM_RS14285	54.019	136.684	214.999	55	78	95	38	236
unassigned_transcript_2885	MM_RS14290	45	105.17	224	60	7	5	25	23
unassigned_transcript_2886	MM_RS14295	118.001	297.93	539	94	69	93	214	240
unassigned_transcript_2887	MM_RS14305	10	15	23	8	6	3	2	3
unassigned_transcript_2888	MM_RS14310	541.7	942.027	1547	395	358	543	469	605
unassigned_transcript_2889	MM_RS14315	78.979	123.556	198	33	44	46	63	55
unassigned_transcript_2890	MM_RS19485	26	21.007	127	26	18	21	45	70
unassigned_transcript_2891	MM_RS14320	13	14	15	4	2	7	0	1
unassigned_transcript_2892	MM_RS14325	219.397	321.992	565.96	233	20	54	41	50
unassigned_transcript_2893	MM_RS14330	41.972	155.759	95.221	24	7	12.356	13	9
unassigned_transcript_2894	MM_RS14335	24.897	25	48	10	4	11	3	9
unassigned_transcript_2895	MM_RS14340	28	32	47	8	9	18	8	3
unassigned_transcript_2896	MM_RS14345	106.645	235.04	325	184	12	20	33	20
unassigned_transcript_2897	MM_RS14350	13	27.534	55	13	2	0	1	0
unassigned_transcript_2898	MM_RS14355	176.491	205.999	129	30	40	78	34	23
unassigned_transcript_2899	MM_RS14360	461.35	702	127	70	102	163	24	46
unassigned_transcript_2900	MM_RS14365	56.001	84.5	24	19	13	43	11	23
unassigned_transcript_2901	MM_RS14370	19.959	52	23	16	23	40	41	23
unassigned_transcript_2902	MM_RS14375	118	380.429	787	770	7	48	34	82
unassigned_transcript_2903	MM_RS17985	199.198	461.48	382	131	262	484	287	438
unassigned_transcript_2904	MM_RS14385	625	937.153	372	238	1622	1110	457	1091
unassigned_transcript_2905	MM_RS14390	38	101	47	40	24	52	33	29
unassigned_transcript_2906	MM_RS14395	106	76	48	19	32	85	54	61
unassigned_transcript_2907	MM_RS14405	143	243	83	101	163	324	183	66
unassigned_transcript_2908	MM_RS14410	161	254.009	225	140	47	98	61	124
unassigned_transcript_2909	MM_RS14415	141	177.21	93	46.999	32	41	18	47
unassigned_transcript_2910	MM_RS14420	164	262.011	192	156	11	30	12	17
unassigned_transcript_2911	MM_RS14425	197	399.006	203	133	49	104	43	58
unassigned_transcript_2912	MM_RS14430	1219.85	2528.867	2964	3084.027	101	246	210	199
unassigned_transcript_2913	MM_RS14435	200	260.785	476	195	47	150	104	132
unassigned_transcript_2914	MM_RS14440	180	264	498	259	45	116	90	96
unassigned_transcript_2915	MM_RS14445	147	280	1730.985	894	14	42.842	50	185
unassigned_transcript_2916	MM_RS14450	247	335.09	458	200	216	497	440	590
unassigned_transcript_2917	MM_RS18915	185	1016	245	142	60	153	61	176
unassigned_transcript_2918	MM_RS14455	32.995	113.937	77	65	14	31	16	39
unassigned_transcript_2919	MM_RS18585	61	395	108	42	24	61	18	66
unassigned_transcript_2920	MM_RS14460	153.769	211.052	927	250	36	77	145	151.978
unassigned_transcript_2921	MM_RS14465	473.983	862	2433	585	30	39	63	61
unassigned_transcript_2922	MM_RS14470	48	99	82	48	8	26	24	27
unassigned_transcript_2923	MM_RS14475	34	60.014	38	14	9	30	3	38
unassigned_transcript_2924	MM_RS14480	197.036	602.528	156	110	72	146	84.028	75
unassigned_transcript_2925	MM_RS14485	118	282.949	160	66.004	75	112	104	106
unassigned_transcript_2926	MM_RS14490	154.207	307	155	76	9	22	13	9
unassigned_transcript_2927	MM_RS14495	163.277	658.999	951	370	89	256	275	515
unassigned_transcript_2928	MM_RS14500	88	245	975.013	501	20	85	103	97
unassigned_transcript_2929	MM_RS14505	17	18	8.683	4	2	20	4	12
unassigned_transcript_2930	MM_RS18590	245.077	830.182	304	262	13	32.932	12	30
unassigned_transcript_2931	MM_RS14510	72.047	153.922	70.099	62	30	69	18	116
unassigned_transcript_2932	MM_RS14515	0	0	0	0	0	0	0	0
unassigned_transcript_2933	MM_RS14525	354.086	696	271	230	34	108	55	73
unassigned_transcript_2934	MM_RS14530	409.683	917.12	244	177	115	161	73	120
unassigned_transcript_2935	MM_RS14535	63	180.024	116.928	154	8	22	20	27
unassigned_transcript_2936	MM_RS14540	343.026	934	723	649	77	244	88	243
unassigned_transcript_2937	MM_RS19250	0	0	0	0	0	0	2	0
unassigned_transcript_2938	MM_RS14545	26	48.552	64.048	62.002	23	45.421	26	36
unassigned_transcript_2939	MM_RS14550	92.049	282.902	261.971	71	20.918	39	28	32
unassigned_transcript_2940	MM_RS14555	5	4	1	0	2	2	0	0
unassigned_transcript_2941	MM_RS14560	75	186	448	179	6	30	7	25
unassigned_transcript_2942	MM_RS14565	277.985	755.204	1156.647	359	52	150.008	91	138
unassigned_transcript_2943	MM_RS14570	496	867.999	703	462	64	152	59	68
unassigned_transcript_2944	MM_RS18600	675.819	2938.628	372.255	189.441	23	46.814	45.007	12
unassigned_transcript_2945	MM_RS14575	30.899	44	73	23	7	19	17	48
unassigned_transcript_2946	MM_RS14580	65.073	224.103	70	39	15	113	29	51
unassigned_transcript_2947	MM_RS14585	81.559	264.879	194	76	16	35	11	15
unassigned_transcript_2948	MM_RS14590	476	1263.143	2058.013	1974	87	282	172	233
unassigned_transcript_2949	MM_RS14595	87.909	225.008	174.024	110	23	77	26	54
unassigned_transcript_2950	MM_RS14600	220	441.982	423.013	268	28	50	35	65
unassigned_transcript_2951	MM_RS14605	36	70	56	53	10	25	9	12
unassigned_transcript_2952	MM_RS14610	537	1177.955	561	573	117	213	98	137
unassigned_transcript_2953	MM_RS14615	49	68	507	174	9	44	209	65
unassigned_transcript_2954	MM_RS14620	382.688	753.644	974.02	750.002	57	97.13	787	144
unassigned_transcript_2955	MM_RS14625	117	218	235	358	45	67	289	77
unassigned_transcript_2956	MM_RS14630	744.608	2551.705	1258	1344.949	46	101	457	131
unassigned_transcript_2957	MM_RS14635	446	1008.959	567	1230	54	68	396	96
unassigned_transcript_2958	MM_RS14640	720.114	1933.979	1083	2879	80	142	346	161
unassigned_transcript_2959	MM_RS14645	1057	4499	316	454	292	592	571	224
unassigned_transcript_2960	MM_RS14650	83.476	307.984	121	115	39	175	74	109
unassigned_transcript_2961	MM_RS14655	15	17	10	8	13	27	12	35
unassigned_transcript_2962	MM_RS17565	10	19.62	23	5	1	1	2	10
unassigned_transcript_2963	MM_RS17570	194	332.094	146.008	55	91	167	48	82
unassigned_transcript_2964	MM_RS14665	6	21	11	15	9	42	17	31
unassigned_transcript_2965	MM_RS14675	684	1383.857	1763.994	1218	27	91	41	116
unassigned_transcript_2966	MM_RS14680	45.245	98.243	62.19	22	33	41	16	54
unassigned_transcript_2967	MM_RS14685	45.025	104.09	167	121	9	22.014	32	50
unassigned_transcript_2968	MM_RS14690	147	526	449	83	75	185	158	172
unassigned_transcript_2969	MM_RS14695	159	433	100	92	17	73	19	28
unassigned_transcript_2970	MM_RS14700	376.595	681.961	556	312	40	95	24	60
unassigned_transcript_2971	MM_RS14705	4346.634	6861.399	1850	819	226	502	245	288
unassigned_transcript_2972	MM_RS14715	1758.663	3622	4466	2728	411	803	802	856
unassigned_transcript_2973	MM_RS14720	91.99	84.334	0	0	0	0	28.592	153.47
unassigned_transcript_2974	MM_RS14730	142	266.184	195.001	87	124	224	146	205
unassigned_transcript_2975	MM_RS14735	72.002	135.483	150	73	33	66	59	78
unassigned_transcript_2976	MM_RS14740	42.998	139	166	35	15	46	33	38
unassigned_transcript_2977	MM_RS14745	36	76	72	31	3	8	2	5
unassigned_transcript_2978	MM_RS14750	197.047	324.042	274	81	37	100	96	146
unassigned_transcript_2979	MM_RS14755	22	28	63	29	6	9	53	20
unassigned_transcript_2980	MM_RS14760	167.006	605.336	475	156	42	150	69	206
unassigned_transcript_2981	MM_RS14765	137	256.324	166	52	33	52	40	39
unassigned_transcript_2982	MM_RS14770	60.024	224.081	207	70.001	13	25	16	37
unassigned_transcript_2983	MM_RS14775	147	236.24	130	53	7	8	9	7
unassigned_transcript_2984	MM_RS14780	120	312	409.002	321.077	9	35	22	21
unassigned_transcript_2985	MM_RS14785	54	103	246	59	14	30	26	66
unassigned_transcript_2986	MM_RS14790	347.05	510.219	262	106	220	400	126	147
unassigned_transcript_2987	MM_RS14795	23	108	152	23	15	18	9	11
unassigned_transcript_2988	MM_RS14800	50	201.275	827	83	24	62	45	77
unassigned_transcript_2989	MM_RS14805	72.913	259	61	53	12	65	5	13
unassigned_transcript_2990	MM_RS14810	60.004	208	37	13	12	45	3	7
unassigned_transcript_2991	MM_RS14815	136	311	430	112	52	105	70	69
unassigned_transcript_2992	MM_RS14820	57	73	87	58	6	22	20	30
unassigned_transcript_2993	MM_RS14825	22	47.609	71	65	11	15	45	52
unassigned_transcript_2994	MM_RS14830	17	58.107	16	27	24	126	23	81
unassigned_transcript_2995	MM_RS19490	6	24	5	10	0	0	0	0
unassigned_transcript_2996	MM_RS14835	59	227.405	126	41	10	29	23	22
unassigned_transcript_2997	MM_RS14840	61	819.991	57.02	37	4	44	17	7
unassigned_transcript_2998	MM_RS14845	44	206.009	89	59	19	39	24	7
unassigned_transcript_2999	MM_RS19040	12	25.037	14	7	3	5	16	17
unassigned_transcript_3000	MM_RS14855	117	277.782	245	374	10	59	26	22
unassigned_transcript_3001	MM_RS14860	39.438	25.472	135.556	5.089	6.35	3	4	4
unassigned_transcript_3002	MM_RS14865	80.925	120.843	127.113	49	17	27	12	53
unassigned_transcript_3003	MM_RS14870	30.864	44.157	59.887	66	5	11	3	43
unassigned_transcript_3004	MM_RS14880	550	1396.92	2162	1984	110	263	245	150
unassigned_transcript_3005	MM_RS14885	3	5	4	2	1	6	0	1
unassigned_transcript_3006	MM_RS14890	280	611	182	155	51	131	44	73
unassigned_transcript_3007	MM_RS14895	90	151	73	43	18	32	17	50
unassigned_transcript_3008	MM_RS14900	86	213	96	54	15	25	14	19
unassigned_transcript_3009	MM_RS14905	23	120	140	46	2	6	10	7
unassigned_transcript_3010	MM_RS14910	49.947	72.035	87	45	15	38	22	28
unassigned_transcript_3011	MM_RS14915	67	130.849	92	36	21	43	23	46
unassigned_transcript_3012	MM_RS14925	25	180	97	228	2	4	5	6
unassigned_transcript_3013	MM_RS14930	174	684.007	189	83	47	283	93	114
unassigned_transcript_3014	MM_RS14935	78	120.04	77	41	28	57	64	62
unassigned_transcript_3015	MM_RS14940	114.005	208.209	158	121	28	71	69	73
unassigned_transcript_3016	MM_RS14945	291.432	707.944	568	473	52	133	110	127
unassigned_transcript_3017	MM_RS14955	10	13	9	1	7	4	4	3
unassigned_transcript_3018	MM_RS14960	13.508	45.596	45.996	7	7	17	4	11
unassigned_transcript_3019	MM_RS14965	63	83	156	31	14	14	6	17
unassigned_transcript_3020	MM_RS14970	24	31.005	24	9	14	22	15	11
unassigned_transcript_3021	MM_RS14975	67.977	196.878	64.03	38	17	32.006	10	25
unassigned_transcript_3022	MM_RS14980	194	283	92	52	45	87	5	35
unassigned_transcript_3023	MM_RS14985	584	1193.056	680	282	221	419	193	326
unassigned_transcript_3024	MM_RS14990	1200	3448	5396	390	167	346	262	64
unassigned_transcript_3025	MM_RS14995	50	101	192	68	8	38	20	43
unassigned_transcript_3026	MM_RS15000	23.002	51	203.983	81	8	9	5	22
unassigned_transcript_3027	MM_RS18615	14.969	82.733	44	39	1	3	6.001	17
unassigned_transcript_3028	MM_RS19495	10	17	60	25	1	4	8	29
unassigned_transcript_3029	MM_RS19610	78.985	124.008	702	357	30	76	66	152
unassigned_transcript_3030	MM_RS15010	150	433	826	774	19	45	54	114
unassigned_transcript_3031	MM_RS15015	117	376	288.405	219	28	65	81	145
unassigned_transcript_3032	MM_RS15020	36	100.004	78	19	10	28	10	5
unassigned_transcript_3033	MM_RS15025	64	128	80	54	5	16	3	7
unassigned_transcript_3034	MM_RS15030	38	67.526	98	41	3	6	24	8
unassigned_transcript_3035	MM_RS15040	42.922	127.591	27	9	0	2	1	5
unassigned_transcript_3036	MM_RS15045	164	235	111	88	93	169	133	85
unassigned_transcript_3037	MM_RS15050	1596.447	2804.169	1379.613	1234.441	316	710	119.843	166
unassigned_transcript_3038	MM_RS18005	87.607	134.794	61.483	8.264	0	5.048	0	0
unassigned_transcript_3039	MM_RS15065	22	58.194	56.631	15	6	7	2	28
unassigned_transcript_3040	MM_RS18010	0	60.5	9.983	0	0	0	0	14.236
unassigned_transcript_3041	MM_RS18620	14.584	42.034	25.001	10.001	2	11	6.072	10
unassigned_transcript_3042	MM_RS15080	0	27.644	19.722	0	0	0	0	0
unassigned_transcript_3043	MM_RS15085	144.724	256.376	149.506	65.135	89.849	105.217	54.352	127.421
unassigned_transcript_3044	MM_RS15090	21.019	88.363	51.664	22	12	27	17	30
unassigned_transcript_3045	MM_RS15095	546.189	615.399	106	71	42	84.009	13	14
unassigned_transcript_3046	MM_RS15100	264	554.037	290	196	63	99	61	85
unassigned_transcript_3047	MM_RS15105	790	1745.725	2188.465	1670	82	299	220	225
unassigned_transcript_3048	MM_RS15110	360.12	1135.906	725.21	321	107	146.127	157.302	169
unassigned_transcript_3049	MM_RS15115	277.065	840.292	405.097	396.515	51	134.452	87.163	103
unassigned_transcript_3050	MM_RS15120	13	48	36	13	5	16	9	15
unassigned_transcript_3051	MM_RS15125	33	139.059	115	30	28	29	12	33
unassigned_transcript_3052	MM_RS15130	130.837	217	304	282	26	32	39	59
unassigned_transcript_3053	MM_RS19615	20	35	48	38	11	18	39	29
unassigned_transcript_3054	MM_RS15140	443.877	1283.074	605.852	273.359	69.233	187.029	75.154	118.333
unassigned_transcript_3055	MM_RS15145	74.691	155.898	50.066	32.637	23.767	35.97	26.845	33.666
unassigned_transcript_3056	MM_RS15150	440.497	2074.127	272.796	99.762	16	47.031	41.002	5
unassigned_transcript_3057	MM_RS15155	134	525	146	166	18	56	25	24
unassigned_transcript_3058	MM_RS15160	137	403	471	359	15	31	15	33
unassigned_transcript_3059	MM_RS15165	38	61	16.062	12	30	74	26	30
unassigned_transcript_3060	MM_RS18625	2	3.006	0	2	1	0	0	1
unassigned_transcript_3061	MM_RS15170	334.09	763.259	523.507	287	158	159	150	154
unassigned_transcript_3062	MM_RS15175	47	102	61	30	23	29	37	33
unassigned_transcript_3063	MM_RS15180	470	1286	375	282	49	88	46	43
unassigned_transcript_3064	MM_RS15185	19.991	52	205	70	8.001	32.009	41.001	54.009
unassigned_transcript_3065	MM_RS15190	12	44	72	27	4	20	35	44
unassigned_transcript_3066	MM_RS18030	406	667.986	558	175	75	187	101	227
unassigned_transcript_3067	MM_RS15210	789.075	1474.01	758	2073	198	366	195	262
unassigned_transcript_3068	MM_RS15215	140	178	78	30	81	192	50	107
unassigned_transcript_3069	MM_RS15225	130	362.295	779	205	49	153	135.238	170
unassigned_transcript_3070	MM_RS15230	140	416.189	203	215.972	44	121	72	74
unassigned_transcript_3071	MM_RS15235	50.764	140	32	20	4	24	0	10
unassigned_transcript_3072	MM_RS15240	67	180.021	242	151	14	55	45	58
unassigned_transcript_3073	MM_RS15245	61	80.007	140.979	62	15	8	29	18
unassigned_transcript_3074	MM_RS15250	58	144	43	35	5	20	10	4
unassigned_transcript_3075	MM_RS18035	0	3.935	0	4.214	0	27.184	10.017	33.293
unassigned_transcript_3076	MM_RS15255	505.825	838.799	990.927	664.012	98.961	233	104	200
unassigned_transcript_3077	MM_RS15260	67	150.466	105.997	77.365	23	35	29	54
unassigned_transcript_3078	MM_RS15265	165	221.508	171	70	65	79	14	47
unassigned_transcript_3079	MM_RS15270	56	99	100	61	16	31	22	41
unassigned_transcript_3080	MM_RS15275	674.271	1554.309	386.209	2362.64	452.043	1416.744	309.027	1079.475
unassigned_transcript_3081	MM_RS15280	318	698.977	350	290	17	96	58	48
unassigned_transcript_3082	MM_RS15285	342	720	217	118	106	306	112	147
unassigned_transcript_3083	MM_RS15290	29	72.023	88	24	3	22	3	18
unassigned_transcript_3084	MM_RS15295	14	24	46	13	1	3	6	6
unassigned_transcript_3085	MM_RS15300	37	89.01	238	26	13	18	35	34
unassigned_transcript_3086	MM_RS15305	63.094	68.831	28.484	27	23	36.034	59.67	39
unassigned_transcript_3087	MM_RS15310	87	224.993	143.586	159	11	18	17	15
unassigned_transcript_3088	MM_RS15315	421.426	780.404	1262.924	973.745	119.846	190.758	354.412	600.533
unassigned_transcript_3089	MM_RS15320	284	1038	1059	792	935.972	2076	1074	1533
unassigned_transcript_3090	MM_RS15325	774	1313	1114	560	397	608	562	517
unassigned_transcript_3091	MM_RS15330	909	2126	1492	326	145	413	226	267
unassigned_transcript_3092	MM_RS15335	432.365	1017	668	182	95	144	70	47
unassigned_transcript_3093	MM_RS19510	0	2	1	0	0	1	0	0
unassigned_transcript_3094	MM_RS15340	137.359	430.144	326	335.746	27	99	30	97
unassigned_transcript_3095	MM_RS15345	54.976	455.083	602	92	10	26.5	28	26
unassigned_transcript_3096	MM_RS15350	382.981	962.337	521	449	25	71.5	49	103
unassigned_transcript_3097	MM_RS15355	1051.244	1435.503	1223.741	814.119	392.737	661.94	334.851	616.202
