ORF_ID	ORF_type	transcript_id	transcript_type	gene_id	gene_name	gene_type	chrom	strand	start_codon	coordinate
unassigned_transcript_3389_3931531_3932250_720	annotated	unassigned_transcript_3389	assumed_protein_coding	MM_RS16815	MM_RS16815	assumed_protein_coding	NC_003901.1	+	ATG	3931531-3932250
unassigned_transcript_3390_3932525_3933533_1011	annotated	unassigned_transcript_3390	assumed_protein_coding	MM_RS18095	MM_RS18095	assumed_protein_coding	NC_003901.1	+	ATG	3932525-3933009,3933008-3933533
unassigned_transcript_3391_3933749_3934312_564	annotated	unassigned_transcript_3391	assumed_protein_coding	MM_RS16830	MM_RS16830	assumed_protein_coding	NC_003901.1	+	ATG	3933749-3934312
unassigned_transcript_3392_3934921_3935262_342	annotated	unassigned_transcript_3392	assumed_protein_coding	MM_RS16835	MM_RS16835	assumed_protein_coding	NC_003901.1	+	ATG	3934921-3935262
unassigned_transcript_3393_3935262_3936632_1371	annotated	unassigned_transcript_3393	assumed_protein_coding	MM_RS16840	MM_RS16840	assumed_protein_coding	NC_003901.1	+	ATG	3935262-3936632
unassigned_transcript_3394_3937034_3937597_564	annotated	unassigned_transcript_3394	assumed_protein_coding	MM_RS16845	MM_RS16845	assumed_protein_coding	NC_003901.1	+	ATG	3937034-3937597
unassigned_transcript_3396_3938459_3939337_879	annotated	unassigned_transcript_3396	assumed_protein_coding	MM_RS16855	MM_RS16855	assumed_protein_coding	NC_003901.1	-	ATG	3938459-3939337
unassigned_transcript_3397_3939700_3944616_4917	annotated	unassigned_transcript_3397	assumed_protein_coding	MM_RS16860	MM_RS16860	assumed_protein_coding	NC_003901.1	-	ATG	3939700-3944616
unassigned_transcript_3398_3944681_3946111_1431	annotated	unassigned_transcript_3398	assumed_protein_coding	MM_RS16865	MM_RS16865	assumed_protein_coding	NC_003901.1	-	ATG	3944681-3946111
unassigned_transcript_3402_3950274_3951155_882	annotated	unassigned_transcript_3402	assumed_protein_coding	MM_RS16890	MM_RS16890	assumed_protein_coding	NC_003901.1	-	ATG	3950274-3951155
unassigned_transcript_3403_3951238_3951396_159	annotated	unassigned_transcript_3403	assumed_protein_coding	MM_RS18690	MM_RS18690	assumed_protein_coding	NC_003901.1	+	ATG	3951238-3951396
unassigned_transcript_3404_3951396_3952031_636	annotated	unassigned_transcript_3404	assumed_protein_coding	MM_RS16895	MM_RS16895	assumed_protein_coding	NC_003901.1	+	ATG	3951396-3952031
unassigned_transcript_3405_3952047_3952376_330	annotated	unassigned_transcript_3405	assumed_protein_coding	MM_RS16900	MM_RS16900	assumed_protein_coding	NC_003901.1	+	ATG	3952047-3952376
unassigned_transcript_3406_3952372_3955041_2670	annotated	unassigned_transcript_3406	assumed_protein_coding	MM_RS16905	MM_RS16905	assumed_protein_coding	NC_003901.1	+	ATG	3952372-3955041
unassigned_transcript_3407_3955121_3956461_1341	annotated	unassigned_transcript_3407	assumed_protein_coding	MM_RS16910	MM_RS16910	assumed_protein_coding	NC_003901.1	+	ATG	3955121-3956461
unassigned_transcript_3408_3957188_3957526_339	annotated	unassigned_transcript_3408	assumed_protein_coding	MM_RS16915	MM_RS16915	assumed_protein_coding	NC_003901.1	+	ATG	3957188-3957526
unassigned_transcript_3409_3958282_3959499_1218	annotated	unassigned_transcript_3409	assumed_protein_coding	MM_RS16920	MM_RS16920	assumed_protein_coding	NC_003901.1	+	ATG	3958282-3959499
unassigned_transcript_3410_3959696_3960196_501	annotated	unassigned_transcript_3410	assumed_protein_coding	MM_RS16925	MM_RS16925	assumed_protein_coding	NC_003901.1	-	ATG	3959696-3960196
unassigned_transcript_3411_3960547_3961593_1047	annotated	unassigned_transcript_3411	assumed_protein_coding	MM_RS16930	MM_RS16930	assumed_protein_coding	NC_003901.1	+	ATG	3960547-3961593
unassigned_transcript_3412_3961597_3962520_924	annotated	unassigned_transcript_3412	assumed_protein_coding	MM_RS16935	MM_RS16935	assumed_protein_coding	NC_003901.1	+	ATG	3961597-3962520
unassigned_transcript_3414_3963326_3964279_954	annotated	unassigned_transcript_3414	assumed_protein_coding	MM_RS16945	MM_RS16945	assumed_protein_coding	NC_003901.1	-	ATG	3963326-3964279
unassigned_transcript_3415_3964659_3965390_732	annotated	unassigned_transcript_3415	assumed_protein_coding	MM_RS16950	MM_RS16950	assumed_protein_coding	NC_003901.1	+	ATG	3964659-3965390
unassigned_transcript_3416_3965459_3965794_336	annotated	unassigned_transcript_3416	assumed_protein_coding	MM_RS16955	MM_RS16955	assumed_protein_coding	NC_003901.1	+	ATG	3965459-3965794
unassigned_transcript_3417_3965874_3966752_879	annotated	unassigned_transcript_3417	assumed_protein_coding	MM_RS16960	MM_RS16960	assumed_protein_coding	NC_003901.1	+	ATG	3965874-3966752
unassigned_transcript_3418_3967006_3968208_1203	annotated	unassigned_transcript_3418	assumed_protein_coding	MM_RS18105	MM_RS18105	assumed_protein_coding	NC_003901.1	-	ATG	3967006-3968208
unassigned_transcript_3419_3969687_3970031_345	annotated	unassigned_transcript_3419	assumed_protein_coding	MM_RS16970	MM_RS16970	assumed_protein_coding	NC_003901.1	-	ATG	3969687-3970031
unassigned_transcript_3420_3970549_3971604_1056	annotated	unassigned_transcript_3420	assumed_protein_coding	MM_RS16975	MM_RS16975	assumed_protein_coding	NC_003901.1	-	ATG	3970549-3971604
unassigned_transcript_3421_3971843_3972349_507	annotated	unassigned_transcript_3421	assumed_protein_coding	MM_RS16980	MM_RS16980	assumed_protein_coding	NC_003901.1	-	ATG	3971843-3972349
unassigned_transcript_3422_3972551_3972970_420	annotated	unassigned_transcript_3422	assumed_protein_coding	MM_RS19330	MM_RS19330	assumed_protein_coding	NC_003901.1	-	ATG	3972551-3972970
unassigned_transcript_3425_3975025_3976500_1476	annotated	unassigned_transcript_3425	assumed_protein_coding	MM_RS17000	MM_RS17000	assumed_protein_coding	NC_003901.1	-	ATG	3975025-3976500
unassigned_transcript_3428_3978243_3979364_1122	annotated	unassigned_transcript_3428	assumed_protein_coding	MM_RS17010	MM_RS17010	assumed_protein_coding	NC_003901.1	+	ATG	3978243-3979364
unassigned_transcript_3429_3979486_3980793_1308	annotated	unassigned_transcript_3429	assumed_protein_coding	MM_RS17015	MM_RS17015	assumed_protein_coding	NC_003901.1	+	ATG	3979486-3980793
unassigned_transcript_3430_3980870_3982543_1674	annotated	unassigned_transcript_3430	assumed_protein_coding	MM_RS17020	MM_RS17020	assumed_protein_coding	NC_003901.1	-	ATG	3980870-3982543
unassigned_transcript_3431_3982693_3983232_540	annotated	unassigned_transcript_3431	assumed_protein_coding	MM_RS17025	MM_RS17025	assumed_protein_coding	NC_003901.1	-	ATG	3982693-3983232
unassigned_transcript_3432_3983429_3984787_1359	annotated	unassigned_transcript_3432	assumed_protein_coding	MM_RS17030	MM_RS17030	assumed_protein_coding	NC_003901.1	-	ATG	3983429-3984787
unassigned_transcript_3433_3985239_3986684_1446	annotated	unassigned_transcript_3433	assumed_protein_coding	MM_RS17035	MM_RS17035	assumed_protein_coding	NC_003901.1	+	ATG	3985239-3986684
unassigned_transcript_3434_3986982_3989591_2610	annotated	unassigned_transcript_3434	assumed_protein_coding	MM_RS18705	MM_RS18705	assumed_protein_coding	NC_003901.1	-	ATG	3986982-3989591
unassigned_transcript_3435_3990313_3991158_846	annotated	unassigned_transcript_3435	assumed_protein_coding	MM_RS17045	MM_RS17045	assumed_protein_coding	NC_003901.1	-	ATG	3990313-3991158
unassigned_transcript_3436_3991422_3993359_1938	annotated	unassigned_transcript_3436	assumed_protein_coding	MM_RS17050	MM_RS17050	assumed_protein_coding	NC_003901.1	-	ATG	3991422-3993359
unassigned_transcript_3437_3993610_3994032_423	annotated	unassigned_transcript_3437	assumed_protein_coding	MM_RS17055	MM_RS17055	assumed_protein_coding	NC_003901.1	+	ATG	3993610-3994032
unassigned_transcript_3438_3994312_3995448_1137	annotated	unassigned_transcript_3438	assumed_protein_coding	MM_RS17060	MM_RS17060	assumed_protein_coding	NC_003901.1	+	ATG	3994312-3995448
unassigned_transcript_3439_3995640_3996815_1176	annotated	unassigned_transcript_3439	assumed_protein_coding	MM_RS17065	MM_RS17065	assumed_protein_coding	NC_003901.1	+	ATG	3995640-3996815
unassigned_transcript_3440_3996944_3997312_369	annotated	unassigned_transcript_3440	assumed_protein_coding	MM_RS17070	MM_RS17070	assumed_protein_coding	NC_003901.1	+	ATG	3996944-3997312
unassigned_transcript_3441_3997515_3997670_156	annotated	unassigned_transcript_3441	assumed_protein_coding	MM_RS17075	MM_RS17075	assumed_protein_coding	NC_003901.1	+	ATG	3997515-3997670
unassigned_transcript_3443_3999805_4000389_585	annotated	unassigned_transcript_3443	assumed_protein_coding	MM_RS17085	MM_RS17085	assumed_protein_coding	NC_003901.1	+	ATG	3999805-4000389
unassigned_transcript_3444_4000510_4002519_2010	annotated	unassigned_transcript_3444	assumed_protein_coding	MM_RS17090	MM_RS17090	assumed_protein_coding	NC_003901.1	-	ATG	4000510-4002519
unassigned_transcript_3445_4002605_4004173_1569	annotated	unassigned_transcript_3445	assumed_protein_coding	MM_RS17095	MM_RS17095	assumed_protein_coding	NC_003901.1	-	ATG	4002605-4004173
unassigned_transcript_3446_4004368_4007352_2985	annotated	unassigned_transcript_3446	assumed_protein_coding	MM_RS17100	MM_RS17100	assumed_protein_coding	NC_003901.1	-	ATG	4004368-4007352
unassigned_transcript_3447_4008460_4008780_321	annotated	unassigned_transcript_3447	assumed_protein_coding	MM_RS17105	MM_RS17105	assumed_protein_coding	NC_003901.1	-	ATG	4008460-4008780
unassigned_transcript_3448_4008936_4009805_870	annotated	unassigned_transcript_3448	assumed_protein_coding	MM_RS17110	MM_RS17110	assumed_protein_coding	NC_003901.1	+	ATG	4008936-4009805
unassigned_transcript_3449_4010057_4011070_1014	annotated	unassigned_transcript_3449	assumed_protein_coding	MM_RS18715	MM_RS18715	assumed_protein_coding	NC_003901.1	+	ATG	4010057-4011070
unassigned_transcript_3450_4011187_4013955_2769	annotated	unassigned_transcript_3450	assumed_protein_coding	MM_RS17120	MM_RS17120	assumed_protein_coding	NC_003901.1	-	ATG	4011187-4013955
unassigned_transcript_3451_4014377_4014565_189	annotated	unassigned_transcript_3451	assumed_protein_coding	MM_RS17125	MM_RS17125	assumed_protein_coding	NC_003901.1	+	ATG	4014377-4014565
unassigned_transcript_3455_4016245_4017513_1269	annotated	unassigned_transcript_3455	assumed_protein_coding	MM_RS17135	MM_RS17135	assumed_protein_coding	NC_003901.1	-	ATG	4016245-4017513
unassigned_transcript_3456_4017939_4020152_2214	annotated	unassigned_transcript_3456	assumed_protein_coding	MM_RS17140	MM_RS17140	assumed_protein_coding	NC_003901.1	+	ATG	4017939-4020152
unassigned_transcript_3458_4022097_4023194_1098	annotated	unassigned_transcript_3458	assumed_protein_coding	MM_RS17150	MM_RS17150	assumed_protein_coding	NC_003901.1	+	ATG	4022097-4023194
unassigned_transcript_3459_4023468_4025369_1902	annotated	unassigned_transcript_3459	assumed_protein_coding	MM_RS17155	MM_RS17155	assumed_protein_coding	NC_003901.1	+	ATG	4023468-4025369
unassigned_transcript_3460_4025916_4028096_2181	annotated	unassigned_transcript_3460	assumed_protein_coding	MM_RS17160	MM_RS17160	assumed_protein_coding	NC_003901.1	+	ATG	4025916-4028096
unassigned_transcript_3461_4028805_4029647_843	annotated	unassigned_transcript_3461	assumed_protein_coding	MM_RS17165	MM_RS17165	assumed_protein_coding	NC_003901.1	+	ATG	4028805-4029647
unassigned_transcript_3462_4029843_4030370_528	annotated	unassigned_transcript_3462	assumed_protein_coding	MM_RS17170	MM_RS17170	assumed_protein_coding	NC_003901.1	-	ATG	4029843-4030370
unassigned_transcript_3463_4030662_4031378_717	annotated	unassigned_transcript_3463	assumed_protein_coding	MM_RS17175	MM_RS17175	assumed_protein_coding	NC_003901.1	+	ATG	4030662-4031378
unassigned_transcript_3464_4031542_4032357_816	annotated	unassigned_transcript_3464	assumed_protein_coding	MM_RS17180	MM_RS17180	assumed_protein_coding	NC_003901.1	+	ATG	4031542-4032357
unassigned_transcript_3465_4032407_4033033_627	annotated	unassigned_transcript_3465	assumed_protein_coding	MM_RS17185	MM_RS17185	assumed_protein_coding	NC_003901.1	-	ATG	4032407-4033033
unassigned_transcript_3466_4033249_4033857_609	annotated	unassigned_transcript_3466	assumed_protein_coding	MM_RS17190	MM_RS17190	assumed_protein_coding	NC_003901.1	+	ATG	4033249-4033857
unassigned_transcript_3467_4033972_4034757_786	annotated	unassigned_transcript_3467	assumed_protein_coding	MM_RS17195	MM_RS17195	assumed_protein_coding	NC_003901.1	-	ATG	4033972-4034757
unassigned_transcript_3469_4035801_4036478_678	annotated	unassigned_transcript_3469	assumed_protein_coding	MM_RS17205	MM_RS17205	assumed_protein_coding	NC_003901.1	-	ATG	4035801-4036478
unassigned_transcript_3470_4036717_4037124_408	annotated	unassigned_transcript_3470	assumed_protein_coding	MM_RS17210	MM_RS17210	assumed_protein_coding	NC_003901.1	+	ATG	4036717-4037124
unassigned_transcript_3471_4038087_4038380_294	annotated	unassigned_transcript_3471	assumed_protein_coding	MM_RS17220	MM_RS17220	assumed_protein_coding	NC_003901.1	+	ATG	4038087-4038380
unassigned_transcript_3472_4038602_4039117_516	annotated	unassigned_transcript_3472	assumed_protein_coding	MM_RS17225	MM_RS17225	assumed_protein_coding	NC_003901.1	-	ATG	4038602-4039117
unassigned_transcript_3474_4043521_4044831_1311	annotated	unassigned_transcript_3474	assumed_protein_coding	MM_RS17235	MM_RS17235	assumed_protein_coding	NC_003901.1	-	ATG	4043521-4044831
unassigned_transcript_3475_4044903_4045733_831	annotated	unassigned_transcript_3475	assumed_protein_coding	MM_RS17240	MM_RS17240	assumed_protein_coding	NC_003901.1	-	ATG	4044903-4045733
unassigned_transcript_3477_4046738_4048333_1596	annotated	unassigned_transcript_3477	assumed_protein_coding	MM_RS17250	MM_RS17250	assumed_protein_coding	NC_003901.1	-	ATG	4046738-4048333
unassigned_transcript_3478_4048402_4049385_984	annotated	unassigned_transcript_3478	assumed_protein_coding	MM_RS17255	MM_RS17255	assumed_protein_coding	NC_003901.1	-	ATG	4048402-4049385
unassigned_transcript_3480_4051285_4052835_1551	annotated	unassigned_transcript_3480	assumed_protein_coding	MM_RS17265	MM_RS17265	assumed_protein_coding	NC_003901.1	+	ATG	4051285-4052835
unassigned_transcript_3481_4053065_4054828_1764	annotated	unassigned_transcript_3481	assumed_protein_coding	MM_RS17270	MM_RS17270	assumed_protein_coding	NC_003901.1	-	ATG	4053065-4054828
unassigned_transcript_3482_4054828_4055343_516	annotated	unassigned_transcript_3482	assumed_protein_coding	MM_RS17275	MM_RS17275	assumed_protein_coding	NC_003901.1	-	ATG	4054828-4055343
unassigned_transcript_3483_4055849_4056271_423	annotated	unassigned_transcript_3483	assumed_protein_coding	MM_RS17280	MM_RS17280	assumed_protein_coding	NC_003901.1	-	ATG	4055849-4056271
unassigned_transcript_3485_4057294_4057941_648	annotated	unassigned_transcript_3485	assumed_protein_coding	MM_RS17290	MM_RS17290	assumed_protein_coding	NC_003901.1	-	ATG	4057294-4057941
unassigned_transcript_3486_4058119_4059168_1050	annotated	unassigned_transcript_3486	assumed_protein_coding	MM_RS17295	MM_RS17295	assumed_protein_coding	NC_003901.1	-	ATG	4058119-4059168
unassigned_transcript_3487_4059828_4061279_1452	annotated	unassigned_transcript_3487	assumed_protein_coding	MM_RS17300	MM_RS17300	assumed_protein_coding	NC_003901.1	+	ATG	4059828-4061279
unassigned_transcript_3488_4061656_4062003_348	annotated	unassigned_transcript_3488	assumed_protein_coding	MM_RS17305	MM_RS17305	assumed_protein_coding	NC_003901.1	+	ATG	4061656-4062003
unassigned_transcript_3490_4062711_4063364_654	annotated	unassigned_transcript_3490	assumed_protein_coding	MM_RS17315	MM_RS17315	assumed_protein_coding	NC_003901.1	+	ATG	4062711-4063364
unassigned_transcript_3491_4063387_4064760_1374	annotated	unassigned_transcript_3491	assumed_protein_coding	MM_RS18725	MM_RS18725	assumed_protein_coding	NC_003901.1	+	ATG	4063387-4064760
unassigned_transcript_3492_4064898_4065140_243	annotated	unassigned_transcript_3492	assumed_protein_coding	MM_RS17330	MM_RS17330	assumed_protein_coding	NC_003901.1	-	ATG	4064898-4065140
unassigned_transcript_3494_4066716_4067546_831	annotated	unassigned_transcript_3494	assumed_protein_coding	MM_RS17340	MM_RS17340	assumed_protein_coding	NC_003901.1	+	ATG	4066716-4067546
unassigned_transcript_3495_4068085_4068969_885	annotated	unassigned_transcript_3495	assumed_protein_coding	MM_RS17345	MM_RS17345	assumed_protein_coding	NC_003901.1	+	ATG	4068085-4068969
unassigned_transcript_3496_4069740_4069937_198	annotated	unassigned_transcript_3496	assumed_protein_coding	MM_RS17350	MM_RS17350	assumed_protein_coding	NC_003901.1	-	ATG	4069740-4069937
unassigned_transcript_3497_4070261_4071511_1251	annotated	unassigned_transcript_3497	assumed_protein_coding	MM_RS17355	MM_RS17355	assumed_protein_coding	NC_003901.1	+	ATG	4070261-4071511
unassigned_transcript_3498_4071750_4072878_1131	annotated	unassigned_transcript_3498	assumed_protein_coding	MM_RS18135	MM_RS18135	assumed_protein_coding	NC_003901.1	+	ATG	4071750-4072183,4072182-4072878
unassigned_transcript_3499_4073138_4073482_345	annotated	unassigned_transcript_3499	assumed_protein_coding	MM_RS17370	MM_RS17370	assumed_protein_coding	NC_003901.1	+	ATG	4073138-4073482
unassigned_transcript_3501_4074204_4074683_480	annotated	unassigned_transcript_3501	assumed_protein_coding	MM_RS17375	MM_RS17375	assumed_protein_coding	NC_003901.1	-	ATG	4074204-4074683
unassigned_transcript_3502_4074963_4075409_447	annotated	unassigned_transcript_3502	assumed_protein_coding	MM_RS17380	MM_RS17380	assumed_protein_coding	NC_003901.1	+	ATG	4074963-4075409
unassigned_transcript_3504_4076451_4076627_177	annotated	unassigned_transcript_3504	assumed_protein_coding	MM_RS19350	MM_RS19350	assumed_protein_coding	NC_003901.1	-	ATG	4076451-4076627
unassigned_transcript_3506_4076809_4077003_195	annotated	unassigned_transcript_3506	assumed_protein_coding	MM_RS19360	MM_RS19360	assumed_protein_coding	NC_003901.1	-	ATG	4076809-4077003
unassigned_transcript_3507_4077282_4077845_564	annotated	unassigned_transcript_3507	assumed_protein_coding	MM_RS17400	MM_RS17400	assumed_protein_coding	NC_003901.1	-	ATG	4077282-4077845
unassigned_transcript_3508_4078571_4079482_912	annotated	unassigned_transcript_3508	assumed_protein_coding	MM_RS17405	MM_RS17405	assumed_protein_coding	NC_003901.1	-	ATG	4078571-4079482
unassigned_transcript_3509_4080455_4081273_819	annotated	unassigned_transcript_3509	assumed_protein_coding	MM_RS17410	MM_RS17410	assumed_protein_coding	NC_003901.1	-	ATG	4080455-4081273
unassigned_transcript_3510_4081278_4081673_396	annotated	unassigned_transcript_3510	assumed_protein_coding	MM_RS17415	MM_RS17415	assumed_protein_coding	NC_003901.1	-	ATG	4081278-4081673
unassigned_transcript_3511_4081679_4082578_900	annotated	unassigned_transcript_3511	assumed_protein_coding	MM_RS17420	MM_RS17420	assumed_protein_coding	NC_003901.1	-	ATG	4081679-4082578
unassigned_transcript_3512_4082627_4085386_2760	annotated	unassigned_transcript_3512	assumed_protein_coding	MM_RS17425	MM_RS17425	assumed_protein_coding	NC_003901.1	-	ATG	4082627-4085386
unassigned_transcript_3513_4085379_4086668_1290	annotated	unassigned_transcript_3513	assumed_protein_coding	MM_RS17430	MM_RS17430	assumed_protein_coding	NC_003901.1	-	ATG	4085379-4086668
unassigned_transcript_3514_4086672_4087769_1098	annotated	unassigned_transcript_3514	assumed_protein_coding	MM_RS17435	MM_RS17435	assumed_protein_coding	NC_003901.1	-	ATG	4086672-4087769
unassigned_transcript_3515_4087810_4088520_711	annotated	unassigned_transcript_3515	assumed_protein_coding	MM_RS17440	MM_RS17440	assumed_protein_coding	NC_003901.1	-	ATG	4087810-4088520
unassigned_transcript_3517_4095400_4096173_774	annotated	unassigned_transcript_3517	assumed_protein_coding	MM_RS17450	MM_RS17450	assumed_protein_coding	NC_003901.1	-	ATG	4095400-4096173
unassigned_transcript_3_4602_4736_135	overlap_uORF	unassigned_transcript_3	assumed_protein_coding	MM_RS00015	MM_RS00015	assumed_protein_coding	NC_003901.1	+	ATG	4602-4736
unassigned_transcript_9_11073_11159_87	overlap_dORF	unassigned_transcript_9	assumed_protein_coding	MM_RS00045	MM_RS00045	assumed_protein_coding	NC_003901.1	-	ATG	11073-11159
unassigned_transcript_17_17616_17810_195	overlap_dORF	unassigned_transcript_17	assumed_protein_coding	MM_RS00075	MM_RS00075	assumed_protein_coding	NC_003901.1	+	ATG	17616-17810
unassigned_transcript_17_17691_17810_120	overlap_dORF	unassigned_transcript_17	assumed_protein_coding	MM_RS00075	MM_RS00075	assumed_protein_coding	NC_003901.1	+	ATG	17691-17810
unassigned_transcript_22_22654_22740_87	overlap_dORF	unassigned_transcript_22	assumed_protein_coding	MM_RS00105	MM_RS00105	assumed_protein_coding	NC_003901.1	-	ATG	22654-22740
unassigned_transcript_27_27673_27744_72	overlap_dORF	unassigned_transcript_27	assumed_protein_coding	MM_RS00130	MM_RS00130	assumed_protein_coding	NC_003901.1	+	ATG	27673-27744
unassigned_transcript_28_27673_27744_72	overlap_uORF	unassigned_transcript_28	assumed_protein_coding	MM_RS00135	MM_RS00135	assumed_protein_coding	NC_003901.1	+	ATG	27673-27744
unassigned_transcript_29_28372_28446_75	overlap_dORF	unassigned_transcript_29	assumed_protein_coding	MM_RS19055	MM_RS19055	assumed_protein_coding	NC_003901.1	-	ATG	28372-28446
unassigned_transcript_29_28372_28440_69	overlap_dORF	unassigned_transcript_29	assumed_protein_coding	MM_RS19055	MM_RS19055	assumed_protein_coding	NC_003901.1	-	ATG	28372-28440
unassigned_transcript_29_28473_28559_87	overlap_uORF	unassigned_transcript_29	assumed_protein_coding	MM_RS19055	MM_RS19055	assumed_protein_coding	NC_003901.1	-	ATG	28473-28559
unassigned_transcript_33_33676_33735_60	overlap_uORF	unassigned_transcript_33	assumed_protein_coding	MM_RS00160	MM_RS00160	assumed_protein_coding	NC_003901.1	+	ATG	33676-33735
unassigned_transcript_33_34036_34116_81	overlap_dORF	unassigned_transcript_33	assumed_protein_coding	MM_RS00160	MM_RS00160	assumed_protein_coding	NC_003901.1	+	ATG	34036-34116
unassigned_transcript_33_34054_34116_63	overlap_dORF	unassigned_transcript_33	assumed_protein_coding	MM_RS00160	MM_RS00160	assumed_protein_coding	NC_003901.1	+	ATG	34054-34116
unassigned_transcript_34_34522_34584_63	overlap_dORF	unassigned_transcript_34	assumed_protein_coding	MM_RS00165	MM_RS00165	assumed_protein_coding	NC_003901.1	-	ATG	34522-34584
unassigned_transcript_37_37226_37342_117	overlap_uORF	unassigned_transcript_37	assumed_protein_coding	MM_RS00180	MM_RS00180	assumed_protein_coding	NC_003901.1	-	ATG	37226-37342
unassigned_transcript_47_54774_54839_66	overlap_dORF	unassigned_transcript_47	assumed_protein_coding	MM_RS17635	MM_RS17635	assumed_protein_coding	NC_003901.1	-	ATG	54774-54839
unassigned_transcript_68_83317_83463_147	overlap_dORF	unassigned_transcript_68	assumed_protein_coding	MM_RS00335	MM_RS00335	assumed_protein_coding	NC_003901.1	-	ATG	83317-83463
unassigned_transcript_68_83317_83439_123	overlap_dORF	unassigned_transcript_68	assumed_protein_coding	MM_RS00335	MM_RS00335	assumed_protein_coding	NC_003901.1	-	ATG	83317-83439
unassigned_transcript_73_94874_94951_78	overlap_uORF	unassigned_transcript_73	assumed_protein_coding	MM_RS00360	MM_RS00360	assumed_protein_coding	NC_003901.1	+	ATG	94874-94951
unassigned_transcript_83_106106_106303_198	overlap_dORF	unassigned_transcript_83	assumed_protein_coding	MM_RS00410	MM_RS00410	assumed_protein_coding	NC_003901.1	-	ATG	106106-106303
unassigned_transcript_83_106106_106222_117	overlap_dORF	unassigned_transcript_83	assumed_protein_coding	MM_RS00410	MM_RS00410	assumed_protein_coding	NC_003901.1	-	ATG	106106-106222
unassigned_transcript_83_106106_106171_66	overlap_dORF	unassigned_transcript_83	assumed_protein_coding	MM_RS00410	MM_RS00410	assumed_protein_coding	NC_003901.1	-	ATG	106106-106171
unassigned_transcript_85_109090_109164_75	overlap_dORF	unassigned_transcript_85	assumed_protein_coding	MM_RS00420	MM_RS00420	assumed_protein_coding	NC_003901.1	-	ATG	109090-109164
unassigned_transcript_95_121632_121733_102	overlap_dORF	unassigned_transcript_95	assumed_protein_coding	MM_RS00470	MM_RS00470	assumed_protein_coding	NC_003901.1	+	ATG	121632-121733
unassigned_transcript_95_121653_121733_81	overlap_dORF	unassigned_transcript_95	assumed_protein_coding	MM_RS00470	MM_RS00470	assumed_protein_coding	NC_003901.1	+	ATG	121653-121733
unassigned_transcript_100_125708_125785_78	overlap_dORF	unassigned_transcript_100	assumed_protein_coding	MM_RS00490	MM_RS00490	assumed_protein_coding	NC_003901.1	-	ATG	125708-125785
unassigned_transcript_102_128024_128383_360	overlap_uORF	unassigned_transcript_102	assumed_protein_coding	MM_RS19070	MM_RS19070	assumed_protein_coding	NC_003901.1	-	ATG	128024-128383
unassigned_transcript_126_148667_149074_408	overlap_dORF	unassigned_transcript_126	assumed_protein_coding	MM_RS00605	MM_RS00605	assumed_protein_coding	NC_003901.1	-	ATG	148667-149074
unassigned_transcript_131_153768_153932_165	overlap_uORF	unassigned_transcript_131	assumed_protein_coding	MM_RS00630	MM_RS00630	assumed_protein_coding	NC_003901.1	+	ATG	153768-153932
unassigned_transcript_140_164558_164632_75	overlap_dORF	unassigned_transcript_140	assumed_protein_coding	MM_RS00675	MM_RS00675	assumed_protein_coding	NC_003901.1	+	ATG	164558-164632
unassigned_transcript_174_204336_204431_96	overlap_dORF	unassigned_transcript_174	assumed_protein_coding	MM_RS00845	MM_RS00845	assumed_protein_coding	NC_003901.1	+	ATG	204336-204431
unassigned_transcript_174_204339_204431_93	overlap_dORF	unassigned_transcript_174	assumed_protein_coding	MM_RS00845	MM_RS00845	assumed_protein_coding	NC_003901.1	+	ATG	204339-204431
unassigned_transcript_175_204339_204431_93	overlap_uORF	unassigned_transcript_175	assumed_protein_coding	MM_RS00850	MM_RS00850	assumed_protein_coding	NC_003901.1	+	ATG	204339-204431
unassigned_transcript_183_209773_209832_60	overlap_dORF	unassigned_transcript_183	assumed_protein_coding	MM_RS00880	MM_RS00880	assumed_protein_coding	NC_003901.1	+	ATG	209773-209832
unassigned_transcript_186_215303_215374_72	overlap_uORF	unassigned_transcript_186	assumed_protein_coding	MM_RS00895	MM_RS00895	assumed_protein_coding	NC_003901.1	-	ATG	215303-215374
unassigned_transcript_187_215569_215628_60	overlap_uORF	unassigned_transcript_187	assumed_protein_coding	MM_RS00900	MM_RS00900	assumed_protein_coding	NC_003901.1	+	ATG	215569-215628
unassigned_transcript_193_229517_229624_108	overlap_uORF	unassigned_transcript_193	assumed_protein_coding	MM_RS18735	MM_RS18735	assumed_protein_coding	NC_003901.1	+	ATG	229517-229624
unassigned_transcript_193_229529_229624_96	overlap_uORF	unassigned_transcript_193	assumed_protein_coding	MM_RS18735	MM_RS18735	assumed_protein_coding	NC_003901.1	+	ATG	229529-229624
unassigned_transcript_194_230632_230709_78	overlap_uORF	unassigned_transcript_194	assumed_protein_coding	MM_RS00940	MM_RS00940	assumed_protein_coding	NC_003901.1	+	ATG	230632-230709
unassigned_transcript_196_234261_234335_75	novel	unassigned_transcript_196	rRNA	MM_RS00950	MM_RS00950	rRNA	NC_003901.1	-	ATG	234261-234335
unassigned_transcript_196_233475_233615_141	novel	unassigned_transcript_196	rRNA	MM_RS00950	MM_RS00950	rRNA	NC_003901.1	-	ATG	233475-233615
